TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,anomaly_score,is_fraud,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
54.5,0,30,49,489,81,1,57,2,147,1,1715.22,1,0,0,16,22,2,-8343.155,0
414.77,1,37,560,449,13,2,29,0,274,1,5599.81,1,0,3,17,1,0,-7382.516944444445,0
886.19,1,7,595,55,80,1,61,2,69,1,7904.24,1,0,3,17,21,0,-10574.606944444444,0
440.03,1,38,552,454,98,2,49,1,88,1,1490.44,1,0,3,16,29,2,-8175.974722222222,0
35.46,1,26,237,277,4,0,56,2,285,1,1532.72,1,0,0,16,23,3,-14199.849166666667,0
76.39,1,10,490,102,18,1,18,3,219,1,5976.0,1,0,0,17,13,4,-15854.843333333334,0
595.91,0,35,62,301,84,0,19,3,162,1,1673.76,1,0,3,18,10,3,-10837.521388888888,0
6.03,1,6,346,558,34,1,76,2,70,1,3290.72,1,0,0,18,9,2,-10861.450555555555,0
249.34,1,5,481,150,87,0,26,1,197,1,3030.97,1,0,2,17,15,1,-10718.769444444444,0
421.52,1,38,34,228,63,1,20,3,67,1,369.86,1,0,3,17,15,1,-10718.586944444445,0
189.77,1,33,282,58,10,1,58,1,24,1,6570.36,1,0,1,16,27,0,-14776.046666666667,0
73.19,1,1,66,150,24,1,76,2,213,1,2264.98,1,0,0,16,18,2,-9183.836388888889,0
188.13,0,17,154,224,90,2,75,2,198,1,5029.87,1,0,1,18,2,4,-12493.960833333333,0
30.52,1,17,509,16,4,1,62,0,122,1,12327.74,1,0,0,17,19,4,-12830.805,0
1235.69,0,38,210,509,47,1,20,3,118,1,420.25,1,0,3,16,24,2,-12711.913333333334,0
1159.39,1,28,285,219,90,2,41,0,150,1,6499.53,1,0,3,16,12,3,-9327.610555555555,0
170.24,1,37,148,441,49,1,62,2,133,1,5172.99,1,0,1,16,5,0,-12423.73111111111,0
56.62,1,2,459,444,68,1,54,0,121,1,8981.1,1,0,0,17,27,0,-14774.1525,0
53.14,1,19,416,54,61,0,34,0,70,1,7915.0,1,0,0,17,21,4,-13502.788611111111,0
587.23,1,29,9,455,6,2,27,3,144,1,500.84,1,0,3,17,31,0,-11078.248055555556,0
146.15,1,31,620,485,97,1,43,0,75,1,13784.4,1,0,1,17,6,4,-16022.246666666666,0
21.27,0,16,371,288,69,2,62,2,114,1,7392.79,1,0,0,17,24,0,-11247.143055555556,0
1397.59,0,2,115,418,19,0,26,3,144,1,1134.79,-1,1,3,17,13,0,-8558.640555555556,1
76.02,0,0,624,235,86,2,34,0,189,1,14765.41,1,0,0,16,12,2,-11535.226111111111,0
170.19,0,20,249,31,76,1,27,3,156,5,745.87,1,0,1,17,7,4,-11654.521666666667,0
155.51,1,33,7,294,80,0,68,0,15,1,5360.19,1,0,1,18,21,0,-10573.288055555555,0
135.15,1,7,619,523,99,2,72,2,50,1,5878.14,1,0,1,17,20,0,-14270.957777777778,0
39.48,1,29,420,151,16,0,56,2,38,1,5889.51,1,0,0,16,26,4,-12663.399722222222,0
451.68,1,15,111,330,71,2,33,1,15,1,4381.54,1,0,3,18,18,1,-13573.238611111112,0
19.11,0,7,529,141,6,2,49,1,160,1,8478.46,1,0,0,16,18,0,-9903.678333333333,0
355.0,0,13,51,52,52,2,26,3,33,1,185.47,1,0,2,16,29,1,-10383.338055555556,0
427.69,1,33,335,370,87,0,43,1,236,1,2443.54,1,0,3,16,28,1,-14080.163888888888,0
254.86,1,4,287,477,12,1,23,3,102,1,699.9,1,0,2,17,26,3,-15542.83138888889,0
19.48,1,9,654,170,1,0,27,1,114,1,4739.59,1,0,0,16,10,0,-11584.128611111111,0
190.17,1,3,452,139,42,0,49,0,265,1,12893.85,1,0,1,17,9,4,-12326.459722222222,0
91.38,1,17,591,189,12,0,65,2,179,1,2402.58,1,0,1,16,3,0,-13935.414444444445,0
206.63,0,28,233,53,22,2,59,2,128,1,7626.53,1,0,1,16,7,3,-7983.994722222223,0
93.22,1,5,138,513,29,2,52,2,52,1,1014.63,1,0,1,17,7,4,-13838.968333333334,0
547.98,1,28,212,529,69,0,28,3,171,1,1358.54,1,0,3,17,24,1,-9039.072222222223,0
641.06,1,7,56,55,98,0,23,3,25,1,1602.13,1,0,3,16,11,0,-7887.9702777777775,0
314.55,0,9,496,420,0,1,27,3,19,2,1105.89,1,0,2,17,25,1,-13406.863611111112,0
836.45,1,41,94,159,42,2,61,2,63,1,1731.89,1,0,3,16,27,0,-14776.17,0
1095.09,1,37,193,568,75,0,29,1,52,1,8692.47,1,0,3,17,17,0,-13598.745,0
189.45,0,4,82,497,7,1,53,0,62,1,12578.75,1,0,1,17,21,1,-14246.957777777778,0
91.84,0,23,283,379,22,1,67,2,80,1,1712.41,1,0,1,17,5,2,-11702.776666666667,0
609.52,1,42,652,77,75,0,78,2,169,1,3485.03,1,0,3,16,28,4,-11152.08111111111,0
859.3,0,7,66,525,65,1,78,2,68,1,1146.78,1,0,3,17,1,1,-11054.814444444444,0
100.01,1,30,482,545,60,0,50,0,63,1,6393.12,1,0,1,16,29,3,-11848.043333333333,0
28.78,0,40,40,245,95,2,40,0,51,1,680.55,1,0,0,16,7,0,-10912.059722222222,0
111.08,1,6,476,225,63,2,70,0,83,1,7037.34,1,0,1,17,15,0,-12926.412777777778,0
470.96,0,16,582,22,35,2,69,0,124,2,12991.03,1,0,3,16,10,4,-14511.818055555555,0
52.23,0,37,86,153,15,1,28,3,96,1,105.01,1,0,0,18,11,0,-10069.997777777779,0
78.62,1,28,504,538,83,1,32,0,52,1,1360.85,1,0,0,16,31,0,-11079.361944444445,0
47.79,1,10,629,476,33,1,25,3,37,1,1649.92,1,0,0,17,15,4,-9975.193055555555,0
333.97,1,14,295,590,10,1,52,0,45,1,5237.36,1,0,2,16,22,2,-14223.886388888888,0
30.87,1,14,14,401,24,0,33,0,295,1,14348.65,1,0,0,16,12,2,-11535.333611111111,0
710.43,1,36,383,257,6,2,67,2,115,1,5625.55,1,0,3,17,8,2,-14559.0225,0
220.23,1,25,643,261,58,0,41,1,48,1,3438.02,1,0,2,18,18,0,-9901.519444444444,0
27.28,1,1,81,272,69,0,29,0,96,1,10668.24,1,0,0,16,25,0,-7551.649166666667,0
101.52,1,40,1,495,85,0,49,1,98,1,2018.9,1,0,1,16,9,2,-10863.770277777778,0
162.65,1,27,165,42,87,0,59,1,147,1,9500.95,1,0,1,17,11,3,-13022.93611111111,0
10.52,1,18,135,1,18,0,55,2,30,1,2472.99,1,0,0,17,19,2,-11366.537777777778,0
270.72,1,20,147,127,26,1,38,0,37,1,6522.47,1,0,2,17,27,0,-14102.777222222223,0
202.34,1,27,22,128,48,2,20,3,134,1,1223.45,1,0,1,16,10,1,-15927.655277777778,0
247.58,1,35,110,394,67,0,39,1,152,1,778.74,1,0,2,18,29,0,-12589.44611111111,0
686.17,1,10,101,295,29,0,61,2,96,1,2246.15,1,0,3,17,3,1,-9542.67,0
359.65,0,17,131,439,84,2,25,3,289,1,219.53,1,0,2,17,12,3,-15878.16888888889,0
109.91,1,39,500,219,73,1,38,0,90,1,12896.06,1,0,1,16,1,0,-13263.793055555556,0
215.72,0,8,662,575,31,1,30,1,137,1,8697.11,1,0,2,18,11,2,-9350.120833333332,0
490.76,1,8,188,209,47,2,66,2,156,1,6414.11,1,0,3,16,19,3,-15711.693333333333,0
224.28,1,6,305,258,67,2,64,2,68,1,5767.51,1,0,2,16,15,2,-15063.344166666666,0
614.03,1,9,673,475,85,0,68,2,51,1,2815.86,1,0,3,16,8,0,-13095.516111111112,0
608.79,1,13,384,167,14,2,55,1,157,1,2991.17,1,0,3,18,3,4,-8797.583333333334,0
186.55,1,30,48,485,2,1,48,1,288,1,224.65,1,0,1,16,21,2,-12039.302222222223,0
840.16,0,7,672,366,13,1,20,3,68,1,1236.76,1,0,3,16,20,0,-14271.605277777779,0
203.34,1,31,56,509,60,0,60,0,66,1,13586.99,1,0,1,17,20,2,-7670.931388888889,0
90.88,1,7,84,224,70,0,26,1,284,1,7117.35,1,0,1,17,20,0,-8391.038055555555,0
60.11,0,0,616,532,66,1,61,2,122,1,7235.87,1,0,0,17,27,0,-8222.475,0
393.92,1,22,487,115,60,1,72,2,47,1,7318.64,1,0,2,16,16,1,-12903.242222222223,0
19.39,1,7,285,306,61,0,43,0,45,1,9847.6,1,0,0,16,17,4,-8463.534444444444,0
557.41,0,42,176,279,86,2,80,2,49,1,2968.75,1,0,3,16,14,4,-13671.291944444445,0
57.07,0,4,244,56,26,2,31,0,99,1,9323.71,1,0,0,16,25,4,-10479.6925,0
395.27,0,24,44,148,84,2,18,3,167,1,1764.08,1,0,2,16,7,0,-10911.49138888889,0
289.05,1,27,476,222,87,0,75,2,116,1,5683.49,1,0,2,17,9,4,-12326.232777777777,0
46.11,1,37,180,85,47,2,33,0,233,1,5225.73,1,0,0,17,27,0,-14103.056666666667,0
335.5,1,34,314,23,2,0,63,2,47,1,6445.4,1,0,2,16,14,0,-10744.189166666667,0
388.07,1,39,407,432,66,2,24,3,68,1,289.71,1,0,2,17,5,1,-10214.608055555556,0
520.86,0,34,299,230,16,2,51,1,66,1,9200.74,1,0,3,16,20,0,-14271.6625,0
787.41,1,22,339,147,80,2,25,3,39,1,300.87,1,0,3,16,19,0,-12087.737777777778,0
31.7,0,33,578,44,73,0,48,0,121,1,743.9,1,0,0,16,1,3,-12519.191388888888,0
22.3,1,30,34,91,29,0,21,3,90,1,1200.35,1,0,0,16,1,0,-13263.250277777777,0
203.12,1,38,3,524,77,0,56,2,181,1,1562.39,1,0,1,16,18,2,-15735.1575,0
315.94,0,33,605,533,23,1,49,0,172,1,7719.71,1,0,2,17,27,0,-14775.086666666666,0
192.23,1,0,115,201,57,2,54,1,39,3,2610.67,1,0,1,16,28,3,-7479.530277777778,0
1510.71,1,28,104,274,59,2,66,2,51,1,2060.02,1,0,3,16,15,3,-12183.345,0
0.26,1,28,233,486,89,2,20,3,173,1,1833.67,1,0,0,16,23,3,-8319.8825,0
210.77,1,23,8,123,93,0,71,2,161,1,5396.65,1,0,1,16,31,2,-12543.350277777778,0
406.65,1,23,12,136,61,0,57,0,107,1,12995.7,1,0,2,18,8,2,-8677.638055555555,0
422.9,1,40,231,234,26,0,40,1,111,1,7616.43,1,0,3,16,27,0,-14775.916388888889,0
20.62,0,30,607,243,13,0,35,0,225,1,12500.8,1,0,0,17,21,2,-12038.975277777778,0
174.39,1,37,77,589,14,0,19,3,36,1,1127.08,1,0,1,16,9,0,-15952.035833333333,0
7.86,0,34,64,304,52,1,76,2,91,1,3621.98,1,0,0,16,16,0,-9231.343333333334,0
61.98,1,10,361,299,37,2,49,1,44,1,5212.28,1,0,0,18,3,1,-16093.844722222222,0
54.85,0,37,279,342,70,1,58,2,40,1,2727.45,1,0,0,16,5,1,-10216.060555555556,0
204.7,1,28,347,116,31,1,49,0,95,5,5117.03,1,0,1,16,21,3,-9832.040555555555,0
16.55,1,40,461,341,8,1,26,1,159,1,6089.79,1,0,0,17,11,0,-10071.039166666667,0
91.32,1,25,341,450,55,1,58,1,77,1,2618.1,1,0,1,16,10,4,-8631.410277777777,0
195.49,1,22,456,135,15,0,31,0,212,1,11988.12,1,0,1,16,12,0,-12255.56,0
49.62,1,32,79,262,54,0,55,1,111,1,3841.42,1,0,0,16,7,3,-7983.804444444444,0
487.16,0,20,349,163,76,1,28,3,84,1,321.21,1,0,3,16,2,0,-16120.185555555556,0
405.6,1,40,623,407,30,2,37,1,44,1,9754.73,1,0,2,17,8,1,-10886.461944444445,0
512.95,1,8,323,482,65,1,57,1,143,1,9584.52,1,0,3,17,16,0,-9231.024722222222,0
345.94,1,32,342,80,99,0,31,0,163,1,7624.56,1,0,2,17,9,0,-9398.645277777778,0
356.56,1,27,384,164,99,2,47,1,52,1,2485.73,1,0,2,17,9,0,-9398.81,0
10.31,1,21,71,520,53,2,36,1,280,1,2137.9,1,0,0,16,13,4,-15855.788333333334,0
211.69,1,1,654,300,65,1,30,0,111,1,6412.85,1,0,2,16,20,4,-9136.095277777778,0
221.49,0,28,198,521,51,1,23,3,196,1,707.25,1,0,2,18,13,2,-10022.007777777777,0
278.23,1,14,513,55,18,2,48,1,83,1,8300.54,1,0,2,17,4,3,-13190.336944444445,0
116.88,1,22,23,366,25,0,45,0,263,1,7717.34,1,0,1,17,4,2,-9519.0,0
328.77,0,36,131,11,32,2,39,0,247,1,6967.03,1,0,2,17,3,0,-13934.176111111112,0
77.53,1,21,505,312,51,1,54,2,55,1,5158.6,1,0,0,18,25,1,-11222.113055555556,0
421.74,1,38,327,517,13,2,67,0,103,1,12031.14,1,0,3,17,20,1,-12063.05361111111,0
313.69,1,28,206,463,33,1,73,2,152,1,7093.68,1,0,2,16,10,4,-14511.580555555556,0
411.72,1,42,102,197,13,1,29,0,153,1,8539.86,1,0,2,18,20,1,-12061.464444444444,0
508.73,1,6,305,218,70,1,59,2,89,1,7640.57,1,0,3,16,14,4,-11487.770277777778,0
153.08,1,29,617,86,56,0,24,3,201,1,1292.21,1,0,1,16,27,0,-8223.205833333333,0
23.01,1,19,351,467,89,1,63,2,166,1,5958.75,1,0,0,18,9,4,-12325.602777777778,0
69.28,1,20,364,241,69,2,25,3,129,1,708.74,1,0,0,16,30,0,-8895.576944444445,0
51.25,0,2,111,12,43,1,28,3,66,1,1744.4,1,0,0,16,29,1,-10383.926944444445,0
407.65,1,10,12,531,94,0,25,3,263,1,273.78,1,0,2,17,7,0,-10910.850833333334,0
459.25,1,40,242,380,42,1,25,3,59,1,130.76,1,0,3,16,23,1,-12735.45388888889,0
301.56,1,39,13,158,10,1,49,0,118,1,10389.6,1,0,2,17,9,3,-15206.392777777777,0
17.67,1,36,401,328,60,2,63,0,91,1,1048.18,1,0,0,17,27,1,-11894.342777777778,0
5.29,0,37,119,492,7,2,32,0,132,1,12896.68,1,0,0,18,13,0,-14437.778888888888,0
401.37,1,20,389,0,30,1,43,1,251,1,8208.54,1,0,2,16,18,0,-9903.889444444445,0
145.4,1,40,68,448,43,2,38,1,24,1,5244.49,1,0,1,17,6,3,-11678.270555555555,0
556.34,1,39,362,477,30,2,37,0,46,1,11935.14,1,0,3,16,19,3,-9159.547222222222,0
34.31,1,30,341,203,93,0,24,3,251,1,1484.76,1,0,0,16,28,4,-13335.266111111112,0
780.59,0,40,436,267,57,2,23,3,145,1,6513.34,1,0,3,17,28,2,-11870.136944444444,0
282.65,1,13,606,97,11,0,35,0,161,1,13801.15,1,0,2,17,8,2,-14558.4375,0
305.27,1,19,637,472,58,2,68,0,147,1,12958.65,1,0,2,16,27,2,-9687.73138888889,0
185.81,1,2,676,305,32,2,32,0,116,1,9588.71,1,0,1,16,20,2,-9855.669166666667,0
66.01,1,25,306,447,41,2,49,1,179,1,3475.99,1,0,0,18,6,4,-9469.457222222221,0
447.95,1,40,427,261,1,1,29,1,75,1,7544.4,1,0,3,17,11,2,-15902.69,0
279.3,1,28,654,524,78,0,19,3,48,1,1193.61,1,0,2,17,22,3,-12014.655,0
26.75,1,16,520,88,95,2,33,0,27,1,12063.77,1,0,0,16,8,0,-13095.699166666667,0
611.15,1,11,43,458,8,0,27,3,121,1,892.83,1,0,3,17,11,4,-10814.948055555555,0
275.2,1,27,120,476,57,2,54,1,81,1,1230.12,1,0,2,17,24,3,-10502.936666666666,0
427.79,1,38,17,313,15,1,18,3,189,1,1479.67,1,0,3,17,21,1,-14918.436666666666,0
469.13,0,35,484,493,8,0,54,0,139,1,1265.28,1,0,3,17,4,0,-8054.225833333333,0
102.81,1,39,75,327,73,1,76,2,47,1,3228.87,1,0,1,16,4,0,-8055.751944444444,0
22.61,1,39,249,522,98,2,19,3,145,1,1111.67,1,0,0,17,21,3,-7646.178611111111,0
68.28,1,4,629,138,99,2,56,1,293,1,3213.16,1,0,0,18,8,3,-12349.238888888889,0
33.65,0,27,454,451,66,2,63,0,146,1,12719.93,1,0,0,17,18,0,-9902.8225,0
362.68,0,24,272,217,13,0,63,2,137,1,2040.77,1,0,2,18,16,0,-15782.069722222222,0
73.23,1,37,126,503,89,1,20,3,172,1,1309.85,1,0,0,16,23,4,-11991.515277777778,0
654.49,0,2,365,200,59,2,25,3,104,1,164.61,1,0,3,16,20,0,-8391.6175,0
18.56,0,22,184,427,93,1,49,1,161,1,4230.37,1,0,0,17,24,0,-13431.055277777778,0
389.05,1,9,364,510,74,0,27,3,41,1,761.0,1,0,2,17,6,4,-16022.605555555556,0
7.38,1,15,10,163,75,2,67,2,105,1,2923.83,1,0,0,16,15,2,-14391.375833333334,0
109.48,1,3,120,209,7,2,61,2,93,1,7372.47,1,0,1,17,26,0,-11918.484444444444,0
66.91,1,39,492,456,46,0,39,0,85,1,871.1,1,0,0,18,30,0,-15445.38388888889,0
335.48,1,28,206,23,39,1,45,1,155,1,3023.16,1,0,2,16,2,3,-14704.0075,0
38.14,1,0,555,44,25,2,19,3,174,1,1119.21,1,0,0,16,28,3,-7479.310833333333,0
1076.98,1,11,458,451,89,1,60,0,173,1,11833.73,1,0,3,18,20,2,-7669.952222222222,0
360.02,1,9,71,451,3,2,68,2,68,1,6400.59,1,0,2,16,9,3,-15207.663055555555,0
567.71,1,22,587,481,85,2,63,0,80,1,13884.24,1,0,3,18,6,0,-15277.521388888888,0
218.19,1,2,606,195,77,0,19,3,185,1,620.83,1,0,2,16,23,1,-12735.682222222222,0
209.99,1,10,366,78,13,0,19,3,40,1,1938.01,1,0,1,17,7,3,-10166.871666666666,0
11.02,1,40,309,310,7,1,19,3,280,1,964.79,1,0,0,16,13,0,-8559.5675,0
83.43,1,27,607,367,11,2,56,2,109,1,1870.16,1,0,1,16,30,1,-12567.714444444444,0
344.97,1,2,257,342,49,2,34,0,106,1,5577.94,1,0,2,17,20,0,-14270.646388888888,0
172.29,1,12,458,515,33,0,36,1,283,1,8700.8,1,0,1,17,30,0,-15446.7675,0
195.54,1,29,142,182,38,2,60,2,255,1,2794.66,1,0,1,16,17,0,-11416.060555555556,0
101.23,1,7,676,216,14,2,45,1,87,1,6169.71,1,0,1,18,4,4,-10981.544722222223,0
180.46,1,14,441,132,0,0,25,3,34,1,831.75,1,0,1,16,13,0,-14439.748055555556,0
692.55,1,5,560,234,57,1,53,2,109,1,2451.56,1,0,3,16,7,1,-14583.344444444445,0
147.31,0,23,58,10,4,2,34,0,92,1,13625.52,1,0,1,17,12,0,-12254.958611111111,0
107.48,1,20,604,71,57,1,20,3,103,1,1379.39,1,0,1,17,7,1,-15254.56361111111,0
1831.02,0,8,240,114,11,2,62,0,83,1,11498.01,1,0,3,17,15,4,-9974.652777777777,0
81.51,1,42,78,271,58,1,25,3,97,1,865.49,1,0,0,16,10,3,-10839.948055555555,0
365.48,0,39,300,432,81,2,76,2,216,1,7147.4,1,0,2,17,22,0,-12758.193333333333,0
491.1,0,15,393,224,66,2,35,1,125,1,7833.85,1,0,3,16,5,0,-12423.981944444444,0
452.8,1,20,510,334,33,1,80,2,151,1,4840.67,1,0,3,16,24,4,-8295.373055555556,0
645.04,1,22,498,5,13,1,70,2,78,1,7361.47,1,0,3,17,22,4,-7622.976111111111,0
169.28,1,30,221,350,56,1,45,0,114,1,5128.44,1,0,1,18,27,0,-14102.063333333334,0
88.42,1,12,428,408,95,0,62,0,91,1,12381.45,1,0,1,16,18,2,-9183.682222222222,0
155.53,1,3,490,524,40,0,29,1,66,1,4008.05,1,0,1,17,24,4,-14175.067777777778,0
991.82,1,25,479,490,41,2,43,1,300,1,3493.13,1,0,3,16,4,0,-8055.897777777778,0
39.24,1,9,160,342,94,0,77,2,106,1,6462.41,1,0,0,18,14,1,-8533.629444444445,0
152.01,1,13,392,537,94,0,42,1,111,3,4625.12,1,0,1,16,23,3,-14871.488611111112,0
78.77,0,19,292,496,84,0,48,1,50,1,6470.57,1,0,0,18,8,0,-13093.495,0
26.5,1,16,171,566,62,2,48,1,179,1,4854.83,1,0,0,16,8,2,-15231.406944444445,0
83.62,1,33,537,308,68,0,48,0,146,1,12652.22,1,0,1,17,22,3,-12014.899166666666,0
142.78,1,36,482,537,20,1,68,0,150,1,11705.88,1,0,1,16,9,1,-13071.525,0
55.99,1,12,508,343,36,0,35,0,95,1,932.61,1,0,0,16,13,0,-8559.84888888889,0
774.48,1,21,227,522,12,1,61,0,31,1,11613.58,1,0,3,16,6,0,-14607.93,0
105.37,1,34,315,192,42,0,25,3,160,1,1068.55,1,0,1,18,11,3,-13021.64,0
118.83,1,41,310,265,38,2,28,3,295,1,1616.3,1,0,1,16,26,0,-11919.9675,0
46.22,1,38,618,451,48,1,23,3,217,1,471.28,1,0,0,16,13,0,-8559.46388888889,0
659.71,0,38,93,148,51,1,21,3,148,1,106.86,1,0,3,16,5,4,-13167.985555555555,0
377.97,1,24,190,108,27,2,72,2,160,1,2457.1,1,0,2,16,17,4,-8463.34888888889,0
114.1,1,4,267,500,23,1,69,2,148,1,5882.12,1,0,1,17,22,0,-12758.438055555556,0
11.3,0,21,511,5,43,2,55,2,41,1,1938.99,1,0,0,16,1,4,-8127.595,0
95.5,1,29,350,227,30,2,57,2,17,1,4079.09,1,0,1,16,22,0,-12759.738055555556,0
130.93,0,15,402,276,60,1,28,1,149,1,860.12,1,0,1,16,8,2,-15231.319166666666,0
272.97,1,4,618,503,32,2,68,2,174,1,7811.31,1,0,2,18,17,0,-13597.481666666667,0
73.35,1,37,328,566,92,1,24,3,47,1,1181.84,1,0,0,16,13,0,-14439.602222222222,0
29.94,1,37,259,387,62,0,58,0,243,1,10915.54,1,0,0,16,13,4,-9303.83138888889,0
307.24,1,38,567,210,95,0,19,3,136,2,1670.72,1,0,2,16,2,3,-8824.066944444445,0
50.52,1,4,362,149,28,2,20,3,140,1,1121.19,1,0,0,16,16,0,-9231.659166666666,0
820.46,0,13,181,563,40,2,53,1,243,1,5621.86,1,0,3,16,3,0,-13935.793055555556,0
153.07,1,11,486,571,33,0,56,1,116,1,8873.43,1,0,1,18,3,0,-13933.569166666666,0
52.94,1,40,157,589,51,1,41,0,146,1,6990.92,1,0,0,17,12,0,-12254.578611111112,0
384.41,1,17,281,206,92,0,60,1,65,1,7831.56,1,0,2,16,17,0,-13599.278888888888,0
235.42,1,31,409,20,59,1,51,2,175,1,6173.23,1,0,2,18,10,0,-11581.612222222222,0
114.23,1,9,207,22,88,0,56,0,64,1,9523.72,1,0,1,17,7,2,-12374.5125,0
12.62,1,12,459,576,67,1,33,0,61,1,6420.47,1,0,0,16,5,4,-13167.555277777778,0
997.37,1,13,609,395,52,0,23,3,145,1,1146.09,1,0,3,18,22,4,-7621.722777777778,0
373.52,1,7,653,355,25,0,35,1,235,1,6430.41,1,0,2,16,25,0,-9735.798055555555,0
336.05,1,35,43,564,18,1,28,3,164,1,1635.05,1,0,2,17,24,0,-13430.898611111112,0
366.93,1,15,677,436,77,2,66,2,33,1,6697.79,1,0,2,18,11,0,-7885.475833333333,0
112.27,1,39,670,297,6,1,58,0,102,1,7369.89,1,0,1,17,19,3,-9158.608333333334,0
494.96,1,34,309,436,66,0,40,1,132,1,6903.68,1,0,3,16,31,4,-14007.565555555555,0
561.58,1,34,223,211,21,2,65,0,23,1,11748.86,1,0,3,17,23,4,-11990.468333333334,0
440.94,1,35,131,258,7,2,42,0,148,1,7303.23,1,0,3,18,13,2,-10021.548611111111,0
71.9,1,20,536,101,12,1,29,0,51,1,10619.35,1,0,0,16,20,0,-14943.724444444444,0
256.66,0,33,362,12,44,2,54,2,137,1,1794.5,1,0,2,17,17,0,-11414.98111111111,0
166.55,0,15,371,141,64,1,59,0,99,1,12970.21,1,0,1,17,13,3,-11510.297777777778,0
276.26,1,21,297,587,23,1,56,0,143,1,120.89,1,0,2,17,13,0,-15111.115833333333,0
35.46,1,16,654,551,72,0,67,0,164,1,5692.31,1,0,0,16,18,1,-11391.533611111112,0
38.14,1,32,15,176,71,1,50,1,165,1,9879.87,1,0,0,16,7,4,-13839.854444444445,0
506.26,0,3,650,301,13,0,64,2,86,1,6266.65,1,0,3,18,18,0,-7717.762777777778,0
736.32,1,16,486,496,53,2,31,0,28,1,14268.95,1,0,3,17,12,2,-13719.07138888889,0
389.43,0,2,469,4,4,0,52,1,151,1,6449.83,1,0,2,18,27,0,-8222.152777777777,0
25.58,1,29,82,279,47,0,60,1,166,1,6741.41,1,0,0,16,16,3,-8487.551944444445,0
446.1,1,39,429,528,67,0,25,3,243,1,1008.44,1,0,3,17,19,1,-9878.386388888888,0
147.74,1,33,63,67,33,1,23,3,15,1,1711.78,1,0,1,16,5,1,-10215.336666666666,0
1228.81,1,37,366,493,33,0,26,3,254,1,1821.0,1,0,3,16,20,0,-14943.541388888889,0
46.23,1,14,338,400,14,2,77,2,282,1,5107.75,1,0,0,17,29,0,-12590.405555555555,0
265.37,1,42,613,221,12,1,33,1,77,1,5229.95,1,0,2,17,26,4,-12662.2175,0
342.57,1,4,333,496,99,2,20,3,91,1,339.16,1,0,2,17,3,4,-15350.9975,0
417.26,0,27,179,209,48,2,32,0,45,1,10442.48,1,0,3,17,27,0,-14775.174722222222,0
33.63,1,8,539,117,23,2,63,2,76,1,4324.4,1,0,0,16,3,4,-8799.345555555556,0
64.58,1,12,627,326,55,1,55,2,173,1,6292.29,1,0,0,18,4,0,-8054.0825,0
23.23,0,24,556,163,63,1,21,3,122,1,269.01,1,0,0,16,20,3,-13527.581944444444,0
160.52,0,17,248,589,33,0,78,2,112,1,5379.25,1,0,1,16,7,0,-10911.881666666666,0
278.88,1,18,338,240,0,1,64,0,179,2,1334.09,1,0,2,16,29,4,-9639.275,0
285.49,0,5,481,427,70,1,53,0,109,1,6366.84,1,0,2,18,11,4,-10813.50111111111,0
71.87,1,26,38,34,56,0,22,3,258,1,1839.1,1,0,0,18,16,0,-15782.15138888889,0
308.8,1,3,250,501,17,0,53,2,41,1,3966.54,1,0,2,16,26,1,-7528.018888888889,0
135.35,1,15,213,351,97,1,33,1,82,1,9983.36,1,0,1,18,28,4,-11149.409166666666,0
288.43,1,31,134,510,74,1,66,2,72,1,4577.09,1,0,2,16,8,0,-13095.51861111111,0
147.46,0,0,365,528,70,2,65,0,205,1,7458.03,1,0,1,16,12,3,-9327.218333333334,0
214.15,1,11,514,331,63,1,32,1,217,1,6397.29,1,0,2,17,30,0,-8895.051388888889,0
71.34,1,24,250,253,20,2,49,1,144,3,6345.03,1,0,0,16,28,0,-10408.161944444444,0
170.36,1,16,219,91,90,0,30,0,118,1,6034.73,1,0,1,16,27,0,-14103.215277777777,0
965.66,1,33,238,540,8,0,53,1,32,1,765.81,1,0,3,17,18,0,-7718.778333333334,0
736.53,1,30,531,353,64,0,55,1,120,1,9826.26,1,0,3,17,10,2,-13047.075,0
213.42,1,8,519,92,51,0,45,1,17,1,3736.38,1,0,2,17,27,3,-11174.686666666666,0
94.09,1,24,414,57,41,1,27,3,203,1,646.85,1,0,1,16,12,1,-10047.638888888889,0
91.23,1,4,180,394,2,0,72,2,86,1,6385.12,1,0,1,16,15,0,-12927.909722222223,0
263.92,0,36,551,394,73,1,57,2,233,1,4161.71,1,0,2,17,26,2,-11198.230277777779,0
77.5,0,13,321,290,60,2,51,0,201,1,11079.77,1,0,0,16,23,1,-12735.388888888889,0
3.65,1,24,113,327,97,2,69,0,146,1,10017.11,1,0,0,17,13,0,-15110.37361111111,0
43.88,0,39,337,109,37,2,26,3,251,1,1644.09,1,0,0,17,13,0,-8558.412222222221,0
591.98,1,12,543,511,68,0,28,3,132,1,387.65,1,0,3,16,28,4,-13335.592777777778,0
224.79,1,4,203,383,62,2,18,3,129,1,528.38,1,0,2,16,22,1,-10551.5975,0
