TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
603.23,1,11,232,413,16,1,28,3,48,1,117.98,3,0,1,3,4.0611111111111107e-10,0
54.5,0,30,49,489,81,1,57,2,147,1,1715.22,0,0,1,3,5.822222222222222e-10,0
414.77,1,37,560,449,13,2,29,0,274,1,5599.81,3,0,1,3,6.688888888888889e-10,0
886.19,1,7,595,55,80,1,61,2,69,1,7904.24,3,0,1,3,3.961111111111111e-10,0
440.03,1,38,552,454,98,2,49,1,88,1,1490.44,3,0,1,3,5.672222222222223e-10,0
35.46,1,26,237,277,4,0,56,2,285,1,1532.72,0,0,1,3,1.4055555555555554e-10,0
76.39,1,10,490,102,18,1,18,3,219,1,5976.0,0,0,1,3,-3.694444444444445e-11,0
595.91,0,35,62,301,84,0,19,3,162,1,1673.76,3,0,1,3,3.4583333333333333e-10,0
6.03,1,6,346,558,34,1,76,2,70,1,3290.72,0,0,1,3,3.572222222222222e-10,0
249.34,1,5,481,150,87,0,26,1,197,1,3030.97,2,0,1,3,3.961111111111111e-10,0
421.52,1,38,34,228,63,1,20,3,67,1,369.86,3,0,1,3,3.563888888888889e-10,0
189.77,1,33,282,58,10,1,58,1,24,1,6570.36,1,0,1,3,2.4722222222222223e-11,0
73.19,1,1,66,150,24,1,76,2,213,1,2264.98,0,0,1,3,4.811111111111112e-10,0
188.13,0,17,154,224,90,2,75,2,198,1,5029.87,1,0,1,3,2.1916666666666666e-10,0
30.52,1,17,509,16,4,1,62,0,122,1,12327.74,0,0,1,3,2.3833333333333334e-10,0
1235.69,0,38,210,509,47,1,20,3,118,1,420.25,3,0,1,3,2.1555555555555554e-10,0
1159.39,1,28,285,219,90,2,41,0,150,1,6499.53,3,0,1,3,5.322222222222222e-10,0
170.24,1,37,148,441,49,1,62,2,133,1,5172.99,1,0,1,3,2.5555555555555553e-10,0
56.62,1,2,459,444,68,1,54,0,121,1,8981.1,0,0,1,3,7.472222222222222e-11,0
53.14,1,19,416,54,61,0,34,0,70,1,7915.0,0,0,1,3,1.9194444444444445e-10,0
587.23,1,29,9,455,6,2,27,3,144,1,500.84,3,0,1,3,3.413888888888889e-10,0
146.15,1,31,620,485,97,1,43,0,75,1,13784.4,1,0,1,3,2.7777777777777777e-12,0
21.27,0,16,371,288,69,2,62,2,114,1,7392.79,0,0,1,3,3.1694444444444445e-10,0
1397.59,0,2,115,418,19,0,26,3,144,1,1134.79,3,0,1,3,5.933333333333334e-10,1
76.02,0,0,624,235,86,2,34,0,189,1,14765.41,0,0,1,3,2.669444444444444e-10,0
170.19,0,20,249,31,76,1,27,3,156,5,745.87,1,0,1,3,2.5083333333333335e-10,0
155.51,1,33,7,294,80,0,68,0,15,1,5360.19,1,0,1,3,4e-10,0
135.15,1,7,619,523,99,2,72,2,50,1,5878.14,1,0,1,3,8.222222222222222e-11,0
39.48,1,29,420,151,16,0,56,2,38,1,5889.51,0,0,1,3,1.7777777777777778e-10,0
451.68,1,15,111,330,71,2,33,1,15,1,4381.54,3,0,1,3,1.4388888888888887e-10,0
19.11,0,7,529,141,6,2,49,1,160,1,8478.46,0,0,1,3,3.9666666666666664e-10,0
355.0,0,13,51,52,52,2,26,3,33,1,185.47,2,0,1,3,3.7972222222222224e-10,0
427.69,1,33,335,370,87,0,43,1,236,1,2443.54,3,0,1,3,7.5e-11,0
254.86,1,4,287,477,12,1,23,3,102,1,699.9,2,0,1,3,-3.972222222222222e-11,0
19.48,1,9,654,170,1,0,27,1,114,1,4739.59,0,0,1,3,3.097222222222222e-10,0
190.17,1,3,452,139,42,0,49,0,265,1,12893.85,1,0,1,3,2.5694444444444445e-10,0
91.38,1,17,591,189,12,0,65,2,179,1,2402.58,1,0,1,3,1.7222222222222223e-10,0
206.63,0,28,233,53,22,2,59,2,128,1,7626.53,1,0,1,3,5.794444444444445e-10,0
93.22,1,5,138,513,29,2,52,2,52,1,1014.63,1,0,1,3,1.288888888888889e-10,0
547.98,1,28,212,529,69,0,28,3,171,1,1358.54,3,0,1,3,5.136111111111111e-10,0
641.06,1,7,56,55,98,0,23,3,25,1,1602.13,3,0,1,3,6.405555555555555e-10,0
314.55,0,9,496,420,0,1,27,3,19,2,1105.89,2,0,1,3,1.9861111111111111e-10,0
836.45,1,41,94,159,42,2,61,2,63,1,1731.89,3,0,1,3,1.1111111111111111e-11,0
1095.09,1,37,193,568,75,0,29,1,52,1,8692.47,3,0,1,3,1.0638888888888888e-10,0
189.45,0,4,82,497,7,1,53,0,62,1,12578.75,1,0,1,3,1.0388888888888889e-10,0
91.84,0,23,283,379,22,1,67,2,80,1,1712.41,1,0,1,3,3.0888888888888884e-10,0
609.52,1,42,652,77,75,0,78,2,169,1,3485.03,3,0,1,3,3.5277777777777777e-10,0
859.3,0,7,66,525,65,1,78,2,68,1,1146.78,3,0,1,3,3.836111111111111e-10,0
100.01,1,30,482,545,60,0,50,0,63,1,6393.12,1,0,1,3,2.8333333333333334e-10,0
28.78,0,40,40,245,95,2,40,0,51,1,680.55,0,0,1,3,3.113888888888889e-10,0
111.08,1,6,476,225,63,2,70,0,83,1,7037.34,1,0,1,3,1.6944444444444445e-10,0
470.96,0,16,582,22,35,2,69,0,124,2,12991.03,3,0,1,3,5.527777777777778e-11,0
52.23,0,37,86,153,15,1,28,3,96,1,105.01,0,0,1,3,4.4527777777777776e-10,0
78.62,1,28,504,538,83,1,32,0,52,1,1360.85,0,0,1,3,3.5861111111111113e-10,0
47.79,1,10,629,476,33,1,25,3,37,1,1649.92,0,0,1,3,3.9e-10,0
333.97,1,14,295,590,10,1,52,0,45,1,5237.36,2,0,1,3,6.694444444444445e-11,0
30.87,1,14,14,401,24,0,33,0,295,1,14348.65,0,0,1,3,2.847222222222222e-10,0
710.43,1,36,383,257,6,2,67,2,115,1,5625.55,3,0,1,3,9.388888888888888e-11,0
220.23,1,25,643,261,58,0,41,1,48,1,3438.02,2,0,1,3,4.861111111111111e-10,0
27.28,1,1,81,272,69,0,29,0,96,1,10668.24,0,0,1,3,6.261111111111111e-10,0
101.52,1,40,1,495,85,0,49,1,98,1,2018.9,1,0,1,3,3.697222222222222e-10,0
162.65,1,27,165,42,87,0,59,1,147,1,9500.95,1,0,1,3,1.5777777777777777e-10,0
10.52,1,18,135,1,18,0,55,2,30,1,2472.99,0,0,1,3,2.9000000000000003e-10,0
270.72,1,20,147,127,26,1,38,0,37,1,6522.47,2,0,1,3,6.805555555555555e-11,0
202.34,1,27,22,128,48,2,20,3,134,1,1223.45,1,0,1,3,-6.361111111111112e-11,0
247.58,1,35,110,394,67,0,39,1,152,1,778.74,2,0,1,3,2.588888888888889e-10,0
686.17,1,10,101,295,29,0,61,2,96,1,2246.15,3,0,1,3,4.977777777777778e-10,0
359.65,0,17,131,439,84,2,25,3,289,1,219.53,2,0,1,3,-2.027777777777778e-11,0
109.91,1,39,500,219,73,1,38,0,90,1,12896.06,1,0,1,3,1.4222222222222223e-10,0
215.72,0,8,662,575,31,1,30,1,137,1,8697.11,2,0,1,3,4.4027777777777777e-10,0
490.76,1,8,188,209,47,2,66,2,156,1,6414.11,3,0,1,3,-1.9166666666666665e-11,0
224.28,1,6,305,258,67,2,64,2,68,1,5767.51,2,0,1,3,1.2222222222222221e-11,0
614.03,1,9,673,475,85,0,68,2,51,1,2815.86,3,0,1,3,2.013888888888889e-10,0
608.79,1,13,384,167,14,2,55,1,157,1,2991.17,3,0,1,3,4.830555555555555e-10,0
186.55,1,30,48,485,2,1,48,1,288,1,224.65,1,0,1,3,3.038888888888889e-10,0
840.16,0,7,672,366,13,1,20,3,68,1,1236.76,3,0,1,3,5.5e-11,0
203.34,1,31,56,509,60,0,60,0,66,1,13586.99,1,0,1,3,6.194444444444444e-10,0
90.88,1,7,84,224,70,0,26,1,284,1,7117.35,1,0,1,3,5.377777777777779e-10,0
60.11,0,0,616,532,66,1,61,2,122,1,7235.87,0,0,1,3,5.994444444444444e-10,0
393.92,1,22,487,115,60,1,72,2,47,1,7318.64,2,0,1,3,1.5333333333333332e-10,0
19.39,1,7,285,306,61,0,43,0,45,1,9847.6,0,0,1,3,5.222222222222222e-10,0
557.41,0,42,176,279,86,2,80,2,49,1,2968.75,3,0,1,3,1.361111111111111e-10,0
57.07,0,4,244,56,26,2,31,0,99,1,9323.71,0,0,1,3,3.5222222222222223e-10,0
395.27,0,24,44,148,84,2,18,3,167,1,1764.08,2,0,1,3,3.6777777777777777e-10,0
289.05,1,27,476,222,87,0,75,2,116,1,5683.49,2,0,1,3,2.0472222222222222e-10,0
46.11,1,37,180,85,47,2,33,0,233,1,5225.73,0,0,1,3,9.083333333333333e-11,0
335.5,1,34,314,23,2,0,63,2,47,1,6445.4,2,0,1,3,3.1611111111111107e-10,0
388.07,1,39,407,432,66,2,24,3,68,1,289.71,2,0,1,3,3.930555555555556e-10,0
520.86,0,34,299,230,16,2,51,1,66,1,9200.74,3,0,1,3,1.1138888888888889e-10,0
787.41,1,22,339,147,80,2,25,3,39,1,300.87,3,0,1,3,3.063888888888889e-10,0
31.7,0,33,578,44,73,0,48,0,121,1,743.9,0,0,1,3,2.519444444444444e-10,0
22.3,1,30,34,91,29,0,21,3,90,1,1200.35,0,0,1,3,1.2083333333333333e-10,0
203.12,1,38,3,524,77,0,56,2,181,1,1562.39,1,0,1,3,-1.2777777777777778e-11,0
315.94,0,33,605,533,23,1,49,0,172,1,7719.71,2,0,1,3,1.6944444444444445e-11,0
192.23,1,0,115,201,57,2,54,1,39,3,2610.67,1,0,1,3,6.852777777777777e-10,0
1510.71,1,28,104,274,59,2,66,2,51,1,2060.02,3,0,1,3,2.605555555555555e-10,0
0.26,1,28,233,486,89,2,20,3,173,1,1833.67,0,0,1,3,5.947222222222222e-10,0
210.77,1,23,8,123,93,0,71,2,161,1,5396.65,1,0,1,3,1.9527777777777777e-10,0
406.65,1,23,12,136,61,0,57,0,107,1,12995.7,2,0,1,3,5.127777777777777e-10,0
422.9,1,40,231,234,26,0,40,1,111,1,7616.43,3,0,1,3,3.4999999999999995e-11,0
20.62,0,30,607,243,13,0,35,0,225,1,12500.8,0,0,1,3,2.7916666666666663e-10,0
174.39,1,37,77,589,14,0,19,3,36,1,1127.08,1,0,1,3,-6.333333333333333e-11,0
7.86,0,34,64,304,52,1,76,2,91,1,3621.98,0,0,1,3,5.161111111111112e-10,0
61.98,1,10,361,299,37,2,49,1,44,1,5212.28,0,0,1,3,-3.472222222222222e-11,0
54.85,0,37,279,342,70,1,58,2,40,1,2727.45,0,0,1,3,4.083333333333333e-10,0
204.7,1,28,347,116,31,1,49,0,95,5,5117.03,1,0,1,3,4.2805555555555556e-10,0
16.55,1,40,461,341,8,1,26,1,159,1,6089.79,0,0,1,3,4.436111111111111e-10,0
91.32,1,25,341,450,55,1,58,1,77,1,2618.1,1,0,1,3,5.599999999999999e-10,0
195.49,1,22,456,135,15,0,31,0,212,1,11988.12,1,0,1,3,2.6249999999999997e-10,0
49.62,1,32,79,262,54,0,55,1,111,1,3841.42,0,0,1,3,6.347222222222223e-10,0
487.16,0,20,349,163,76,1,28,3,84,1,321.21,3,0,1,3,-9.916666666666666e-11,0
405.6,1,40,623,407,30,2,37,1,44,1,9754.73,2,0,1,3,3.561111111111111e-10,0
512.95,1,8,323,482,65,1,57,1,143,1,9584.52,3,0,1,3,4.808333333333334e-10,0
345.94,1,32,342,80,99,0,31,0,163,1,7624.56,2,0,1,3,4.3944444444444444e-10,0
356.56,1,27,384,164,99,2,47,1,52,1,2485.73,2,0,1,3,4.3444444444444446e-10,0
10.31,1,21,71,520,53,2,36,1,280,1,2137.9,0,0,1,3,-5.5555555555555553e-11,0
211.69,1,1,654,300,65,1,30,0,111,1,6412.85,2,0,1,3,5.297222222222222e-10,0
221.49,0,28,198,521,51,1,23,3,196,1,707.25,2,0,1,3,3.8888888888888887e-10,0
278.23,1,14,513,55,18,2,48,1,83,1,8300.54,2,0,1,3,1.711111111111111e-10,0
116.88,1,22,23,366,25,0,45,0,263,1,7717.34,1,0,1,3,4.591666666666667e-10,0
328.77,0,36,131,11,32,2,39,0,247,1,6967.03,2,0,1,3,1.1833333333333334e-10,0
77.53,1,21,505,312,51,1,54,2,55,1,5158.6,0,0,1,3,3.6555555555555557e-10,0
421.74,1,38,327,517,13,2,67,0,103,1,12031.14,3,0,1,3,2.516666666666667e-10,0
313.69,1,28,206,463,33,1,73,2,152,1,7093.68,2,0,1,3,6.86111111111111e-11,0
411.72,1,42,102,197,13,1,29,0,153,1,8539.86,2,0,1,3,2.2888888888888888e-10,0
508.73,1,6,305,218,70,1,59,2,89,1,7640.57,3,0,1,3,3.147222222222222e-10,0
153.08,1,29,617,86,56,0,24,3,201,1,1292.21,1,0,1,3,5.755555555555555e-10,0
23.01,1,19,351,467,89,1,63,2,166,1,5958.75,0,0,1,3,2.502777777777778e-10,0
69.28,1,20,364,241,69,2,25,3,129,1,708.74,0,0,1,3,4.925e-10,0
51.25,0,2,111,12,43,1,28,3,66,1,1744.4,0,0,1,3,3.569444444444444e-10,0
407.65,1,10,12,531,94,0,25,3,263,1,273.78,2,0,1,3,3.6500000000000003e-10,0
459.25,1,40,242,380,42,1,25,3,59,1,130.76,3,0,1,3,1.7416666666666666e-10,0
301.56,1,39,13,158,10,1,49,0,118,1,10389.6,2,0,1,3,6.388888888888889e-12,0
17.67,1,36,401,328,60,2,63,0,91,1,1048.18,0,0,1,3,2.5694444444444445e-10,0
5.29,0,37,119,492,7,2,32,0,132,1,12896.68,0,0,1,3,6.527777777777778e-11,0
401.37,1,20,389,0,30,1,43,1,251,1,8208.54,2,0,1,3,3.9666666666666664e-10,0
145.4,1,40,68,448,43,2,38,1,24,1,5244.49,1,0,1,3,2.8805555555555553e-10,0
556.34,1,39,362,477,30,2,37,0,46,1,11935.14,3,0,1,3,5.380555555555555e-10,0
34.31,1,30,341,203,93,0,24,3,251,1,1484.76,0,0,1,3,1.325e-10,0
780.59,0,40,436,267,57,2,23,3,145,1,6513.34,3,0,1,3,3.2333333333333335e-10,0
282.65,1,13,606,97,11,0,35,0,161,1,13801.15,2,0,1,3,9.166666666666667e-11,0
305.27,1,19,637,472,58,2,68,0,147,1,12958.65,2,0,1,3,4.5555555555555557e-10,0
185.81,1,2,676,305,32,2,32,0,116,1,9588.71,1,0,1,3,4.272222222222222e-10,0
66.01,1,25,306,447,41,2,49,1,179,1,3475.99,0,0,1,3,5.113888888888889e-10,0
447.95,1,40,427,261,1,1,29,1,75,1,7544.4,3,0,1,3,-2.6944444444444443e-11,0
279.3,1,28,654,524,78,0,19,3,48,1,1193.61,2,0,1,3,3.063888888888889e-10,0
26.75,1,16,520,88,95,2,33,0,27,1,12063.77,0,0,1,3,2.2083333333333335e-10,0
611.15,1,11,43,458,8,0,27,3,121,1,892.83,3,0,1,3,3.6416666666666665e-10,0
275.2,1,27,120,476,57,2,54,1,81,1,1230.12,2,0,1,3,3.802777777777778e-10,0
427.79,1,38,17,313,15,1,18,3,189,1,1479.67,3,0,1,3,5.722222222222222e-11,0
469.13,0,35,484,493,8,0,54,0,139,1,1265.28,3,0,1,3,6.261111111111111e-10,0
102.81,1,39,75,327,73,1,76,2,47,1,3228.87,1,0,1,3,6.130555555555555e-10,0
22.61,1,39,249,522,98,2,19,3,145,1,1111.67,0,0,1,3,6.705555555555555e-10,0
68.28,1,4,629,138,99,2,56,1,293,1,3213.16,0,0,1,3,2.613888888888889e-10,0
33.65,0,27,454,451,66,2,63,0,146,1,12719.93,0,0,1,3,4.708333333333333e-10,0
362.68,0,24,272,217,13,0,63,2,137,1,2040.77,2,0,1,3,2.8333333333333332e-11,0
73.23,1,37,126,503,89,1,20,3,172,1,1309.85,0,0,1,3,2.2388888888888887e-10,0
654.49,0,2,365,200,59,2,25,3,104,1,164.61,3,0,1,3,5.722222222222222e-10,0
18.56,0,22,184,427,93,1,49,1,161,1,4230.37,0,0,1,3,1.8777777777777777e-10,0
389.05,1,9,364,510,74,0,27,3,41,1,761.0,2,0,1,3,-7.194444444444443e-11,0
7.38,1,15,10,163,75,2,67,2,105,1,2923.83,0,0,1,3,8.083333333333334e-11,0
109.48,1,3,120,209,7,2,61,2,93,1,7372.47,1,0,1,3,3.1055555555555555e-10,0
66.91,1,39,492,456,46,0,39,0,85,1,871.1,0,0,1,3,-1.0555555555555557e-11,0
335.48,1,28,206,23,39,1,45,1,155,1,3023.16,2,0,1,3,1.1472222222222222e-10,0
38.14,1,0,555,44,25,2,19,3,174,1,1119.21,0,0,1,3,6.308333333333333e-10,0
1076.98,1,11,458,451,89,1,60,0,173,1,11833.73,3,0,1,3,6.227777777777778e-10,0
360.02,1,9,71,451,3,2,68,2,68,1,6400.59,2,0,1,3,3.0833333333333337e-11,0
567.71,1,22,587,481,85,2,63,0,80,1,13884.24,3,0,1,3,-2.7777777777777777e-12,0
218.19,1,2,606,195,77,0,19,3,185,1,620.83,2,0,1,3,1.9583333333333333e-10,0
209.99,1,10,366,78,13,0,19,3,40,1,1938.01,1,0,1,3,3.8055555555555557e-10,0
11.02,1,40,309,310,7,1,19,3,280,1,964.79,0,0,1,3,5.863888888888889e-10,0
83.43,1,27,607,367,11,2,56,2,109,1,1870.16,1,0,1,3,1.875e-10,0
344.97,1,2,257,342,49,2,34,0,106,1,5577.94,2,0,1,3,9.916666666666666e-11,0
172.29,1,12,458,515,33,0,36,1,283,1,8700.8,1,0,1,3,1.4722222222222222e-11,0
195.54,1,29,142,182,38,2,60,2,255,1,2794.66,1,0,1,3,3.1722222222222225e-10,0
101.23,1,7,676,216,14,2,45,1,87,1,6169.71,1,0,1,3,3.9250000000000004e-10,0
180.46,1,14,441,132,0,0,25,3,34,1,831.75,1,0,1,3,5.6111111111111116e-11,0
692.55,1,5,560,234,57,1,53,2,109,1,2451.56,3,0,1,3,3.222222222222222e-11,0
147.31,0,23,58,10,4,2,34,0,92,1,13625.52,1,0,1,3,2.741666666666667e-10,0
107.48,1,20,604,71,57,1,20,3,103,1,1379.39,1,0,1,3,-2.5833333333333335e-11,0
1831.02,0,8,240,114,11,2,62,0,83,1,11498.01,3,0,1,3,4.083333333333333e-10,1
81.51,1,42,78,271,58,1,25,3,97,1,865.49,0,0,1,3,3.941666666666667e-10,0
365.48,0,39,300,432,81,2,76,2,216,1,7147.4,2,0,1,3,1.9166666666666665e-10,0
491.1,0,15,393,224,66,2,35,1,125,1,7833.85,3,0,1,3,2.633333333333333e-10,0
452.8,1,20,510,334,33,1,80,2,151,1,4840.67,3,0,1,3,6.005555555555555e-10,0
645.04,1,22,498,5,13,1,70,2,78,1,7361.47,3,0,1,3,6.602777777777778e-10,0
169.28,1,30,221,350,56,1,45,0,114,1,5128.44,1,0,1,3,7.361111111111111e-11,0
88.42,1,12,428,408,95,0,62,0,91,1,12381.45,1,0,1,3,5.011111111111111e-10,0
155.53,1,3,490,524,40,0,29,1,66,1,4008.05,1,0,1,3,1.2277777777777778e-10,0
991.82,1,25,479,490,41,2,43,1,300,1,3493.13,3,0,1,3,5.777777777777778e-10,0
39.24,1,9,160,342,94,0,77,2,106,1,6462.41,0,0,1,3,5.188888888888889e-10,0
152.01,1,13,392,537,94,0,42,1,111,3,4625.12,1,0,1,3,2.277777777777778e-11,0
78.77,0,19,292,496,84,0,48,1,50,1,6470.57,0,0,1,3,2.2944444444444444e-10,0
26.5,1,16,171,566,62,2,48,1,179,1,4854.83,0,0,1,3,5.3055555555555555e-11,0
83.62,1,33,537,308,68,0,48,0,146,1,12652.22,1,0,1,3,2.2666666666666666e-10,0
142.78,1,36,482,537,20,1,68,0,150,1,11705.88,1,0,1,3,1.3527777777777777e-10,0
55.99,1,12,508,343,36,0,35,0,95,1,932.61,0,0,1,3,5.788888888888889e-10,0
774.48,1,21,227,522,12,1,61,0,31,1,11613.58,3,0,1,3,8.972222222222223e-11,0
105.37,1,34,315,192,42,0,25,3,160,1,1068.55,1,0,1,3,1.8444444444444445e-10,0
118.83,1,41,310,265,38,2,28,3,295,1,1616.3,1,0,1,3,2.9000000000000003e-10,0
46.22,1,38,618,451,48,1,23,3,217,1,471.28,0,0,1,3,5.525e-10,0
659.71,0,38,93,148,51,1,21,3,148,1,106.86,3,0,1,3,1.7555555555555558e-10,0
377.97,1,24,190,108,27,2,72,2,160,1,2457.1,2,0,1,3,5.283333333333334e-10,0
114.1,1,4,267,500,23,1,69,2,148,1,5882.12,1,0,1,3,1.7944444444444446e-10,0
11.3,0,21,511,5,43,2,55,2,41,1,1938.99,0,0,1,3,5.872222222222222e-10,0
95.5,1,29,350,227,30,2,57,2,17,1,4079.09,1,0,1,3,2.2416666666666667e-10,0
130.93,0,15,402,276,60,1,28,1,149,1,860.12,1,0,1,3,-1.138888888888889e-11,0
272.97,1,4,618,503,32,2,68,2,174,1,7811.31,2,0,1,3,1.2416666666666668e-10,0
73.35,1,37,328,566,92,1,24,3,47,1,1181.84,0,0,1,3,8.027777777777778e-11,0
29.94,1,37,259,387,62,0,58,0,243,1,10915.54,0,0,1,3,4.4277777777777777e-10,0
307.24,1,38,567,210,95,0,19,3,136,2,1670.72,2,0,1,3,5.208333333333333e-10,0
50.52,1,4,362,149,28,2,20,3,140,1,1121.19,0,0,1,3,4.922222222222222e-10,0
820.46,0,13,181,563,40,2,53,1,243,1,5621.86,3,0,1,3,1.0777777777777777e-10,0
153.07,1,11,486,571,33,0,56,1,116,1,8873.43,1,0,1,3,8.333333333333333e-11,0
52.94,1,40,157,589,51,1,41,0,146,1,6990.92,0,0,1,3,2.225e-10,0
384.41,1,17,281,206,92,0,60,1,65,1,7831.56,2,0,1,3,1.3444444444444446e-10,0
235.42,1,31,409,20,59,1,51,2,175,1,6173.23,2,0,1,3,2.763888888888889e-10,0
114.23,1,9,207,22,88,0,56,0,64,1,9523.72,1,0,1,3,2.8777777777777773e-10,0
12.62,1,12,459,576,67,1,33,0,61,1,6420.47,0,0,1,3,1.8444444444444445e-10,0
997.37,1,13,609,395,52,0,23,3,145,1,1146.09,3,0,1,3,6.630555555555556e-10,0
373.52,1,7,653,355,25,0,35,1,235,1,6430.41,2,0,1,3,4.1888888888888887e-10,0
336.05,1,35,43,564,18,1,28,3,164,1,1635.05,2,0,1,3,1.1277777777777778e-10,0
366.93,1,15,677,436,77,2,66,2,33,1,6697.79,2,0,1,3,5.747222222222222e-10,0
112.27,1,39,670,297,6,1,58,0,102,1,7369.89,1,0,1,3,4.697222222222222e-10,0
494.96,1,34,309,436,66,0,40,1,132,1,6903.68,3,0,1,3,1.3472222222222223e-10,0
561.58,1,34,223,211,21,2,65,0,23,1,11748.86,3,0,1,3,3.213888888888889e-10,0
440.94,1,35,131,258,7,2,42,0,148,1,7303.23,3,0,1,3,3.9694444444444444e-10,0
71.9,1,20,536,101,12,1,29,0,51,1,10619.35,0,0,1,3,-1.9444444444444445e-12,0
256.66,0,33,362,12,44,2,54,2,137,1,1794.5,2,0,1,3,3.538888888888889e-10,0
166.55,0,15,371,141,64,1,59,0,99,1,12970.21,1,0,1,3,3.058333333333333e-10,0
276.26,1,21,297,587,23,1,56,0,143,1,120.89,2,0,1,3,-9.444444444444445e-12,0
35.46,1,16,654,551,72,0,67,0,164,1,5692.31,0,0,1,3,3.0166666666666666e-10,0
38.14,1,32,15,176,71,1,50,1,165,1,9879.87,0,0,1,3,1.6833333333333332e-10,0
506.26,0,3,650,301,13,0,64,2,86,1,6266.65,3,0,1,3,5.791666666666667e-10,0
736.32,1,16,486,496,53,2,31,0,28,1,14268.95,3,0,1,3,1.2472222222222221e-10,0
389.43,0,2,469,4,4,0,52,1,151,1,6449.83,2,0,1,3,5.536111111111111e-10,0
25.58,1,29,82,279,47,0,60,1,166,1,6741.41,0,0,1,3,6.019444444444445e-10,0
446.1,1,39,429,528,67,0,25,3,243,1,1008.44,3,0,1,3,4.561111111111111e-10,0
147.74,1,33,63,67,33,1,23,3,15,1,1711.78,1,0,1,3,3.6416666666666665e-10,0
1228.81,1,37,366,493,33,0,26,3,254,1,1821.0,3,0,1,3,4.861111111111111e-11,0
46.23,1,14,338,400,14,2,77,2,282,1,5107.75,0,0,1,3,2.1666666666666667e-10,0
265.37,1,42,613,221,12,1,33,1,77,1,5229.95,2,0,1,3,2.2055555555555558e-10,0
342.57,1,4,333,496,99,2,20,3,91,1,339.16,2,0,1,3,3.0555555555555552e-12,0
417.26,0,27,179,209,48,2,32,0,45,1,10442.48,3,0,1,3,2.0833333333333332e-11,0
33.63,1,8,539,117,23,2,63,2,76,1,4324.4,0,0,1,3,5.061111111111111e-10,0
64.58,1,12,627,326,55,1,55,2,173,1,6292.29,0,0,1,3,5.613888888888888e-10,0
23.23,0,24,556,163,63,1,21,3,122,1,269.01,0,0,1,3,1.4500000000000002e-10,0
160.52,0,17,248,589,33,0,78,2,112,1,5379.25,1,0,1,3,3.725e-10,0
278.88,1,18,338,240,0,1,64,0,179,2,1334.09,2,0,1,3,4.561111111111111e-10,0
285.49,0,5,481,427,70,1,53,0,109,1,6366.84,2,0,1,3,3.183333333333333e-10,0
71.87,1,26,38,34,56,0,22,3,258,1,1839.1,0,0,1,3,-6.472222222222223e-11,0
308.8,1,3,250,501,17,0,53,2,41,1,3966.54,2,0,1,3,6.275e-10,0
135.35,1,15,213,351,97,1,33,1,82,1,9983.36,1,0,1,3,3.6916666666666663e-10,0
288.43,1,31,134,510,74,1,66,2,72,1,4577.09,2,0,1,3,1.8833333333333333e-10,0
147.46,0,0,365,528,70,2,65,0,205,1,7458.03,1,0,1,3,4.488888888888889e-10,0
214.15,1,11,514,331,63,1,32,1,217,1,6397.29,2,0,1,3,4.947222222222223e-10,0
71.34,1,24,250,253,20,2,49,1,144,3,6345.03,0,0,1,3,3.8611111111111114e-10,0
170.36,1,16,219,91,90,0,30,0,118,1,6034.73,1,0,1,3,1.1222222222222223e-10,0
965.66,1,33,238,540,8,0,53,1,32,1,765.81,3,0,1,3,6.263888888888889e-10,0
736.53,1,30,531,353,64,0,55,1,120,1,9826.26,3,0,1,3,1.8388888888888888e-10,0
213.42,1,8,519,92,51,0,45,1,17,1,3736.38,2,0,1,3,3.0027777777777774e-10,0
94.09,1,24,414,57,41,1,27,3,203,1,646.85,1,0,1,3,4.0750000000000004e-10,0
91.23,1,4,180,394,2,0,72,2,86,1,6385.12,1,0,1,3,2.0638888888888888e-10,0
263.92,0,36,551,394,73,1,57,2,233,1,4161.71,2,0,1,3,3.1055555555555555e-10,0
77.5,0,13,321,290,60,2,51,0,201,1,11079.77,0,0,1,3,2.3305555555555556e-10,0
3.65,1,24,113,327,97,2,69,0,146,1,10017.11,0,0,1,3,4.166666666666666e-12,0
43.88,0,39,337,109,37,2,26,3,251,1,1644.09,0,0,1,3,5.652777777777778e-10,0
591.98,1,12,543,511,68,0,28,3,132,1,387.65,3,0,1,3,1.936111111111111e-10,0
224.79,1,4,203,383,62,2,18,3,129,1,528.38,2,0,1,3,3.6694444444444444e-10,0
64.3,1,21,83,357,14,0,55,2,67,1,7530.3,0,0,1,3,3.6722222222222223e-10,0
111.79,1,17,513,32,55,2,62,0,49,1,10887.59,1,0,1,3,6.019444444444445e-10,0
927.16,1,37,370,552,12,0,59,2,153,1,7104.61,3,0,1,3,8.611111111111112e-11,0
613.7,0,13,650,558,54,1,61,2,37,1,7307.11,3,0,1,3,2.75e-11,0
26.07,1,3,535,278,60,1,20,3,19,3,349.98,0,0,1,3,8.416666666666666e-11,0
170.45,1,37,543,455,25,1,60,1,199,1,2284.41,1,0,1,3,-3.8055555555555556e-11,0
344.27,1,35,168,339,30,1,22,3,123,1,1918.36,2,0,1,3,4.3694444444444445e-10,0
